Unnamed: 0,reviewText,image,sentiment,emotion
926,"For pants cord:
One cord lock alone (with two rope ends through it) slips too easily but just barely holds the pants up.
Two inline, one after the other, (with both rope ends through each cord lock) is needed to hold waist cord to really hold tight.
The gray piece of gaffers tape holds them together as seen in the picture.

Does not fully solve pants falling down if you put a lot of weight in the pockets but it is better than nothing and slows the pants falling so you hand can catch them before they drop past critical points of the body.Ok but not complete solution to pants slipping down.Ok but not complete solution to pants slipping down.Ok but not complete solution to pants slipping down.",https://images-na.ssl-images-amazon.com/images/I/71ZAwFgzMHL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61Kbu5YCJHL._SY88.jpg,negative,sadness
927,"I am really horrified at the quality of these brushes. I ordered the #1 and #2 size. The attached photo is after ONE use, and I am a gentle painter. I was using them with Winsor Newton watercolors. As you can see, they are horribly split and frayed. My WN Cotman brushes are much better. I am so confused as to the poor quality...did I receive fakes? Conditioning did not help. I can't get them back to any sort of point after just one gentle use. Buyer beware.Quality so bad they must be fakes?Quality so bad they must be fakes?Quality so bad they must be fakes?",https://images-na.ssl-images-amazon.com/images/I/61dXetF52vL._SY88.jpg,negative,happiness
928,"This blade is not down enough to cut.  However, I am 6 days past the 30 day return cut off.  I bought this at Christmas and thought no more about it until I finally needed it today.

This is a manufacturer issue, the customer should not be stuck with the blade.

If you look at the picture below, you will see one blade has nothing coming out of it and the other has a small stinger (if you will) coming out of it.  That's the blade of my old one I am using for comparison.

This is not right!Manufacturer malfunction left me without a working product.Manufacturer malfunction left me without a working product.Manufacturer malfunction left me without a working product.",https://images-na.ssl-images-amazon.com/images/I/71JdAIVBsJL._SY88.jpg,negative,happiness
929,Hoping the tips don't impact the quality of the carving. Bought brand new and these look worse than the ones that have been used for years in my classroom. Total bummer.Just received - tips chippedJust received - tips chippedJust received - tips chipped,https://images-na.ssl-images-amazon.com/images/I/61vJ1caaJ9L._SY88.jpg,negative,sadness
930,"This thing is dangerous. The stand is super flimsy and does not hold the mini iron safely. This picture shows how the mini iron melted all the way through the stand when the clip slipped forward. The iron was only set on medium! Without a stand to hold it safely while I work, I am not comfortable having it in my house. Its too bad because I need a mini iron for my projects.Believe the reviews, this thing is dangerousBelieve the reviews, this thing is dangerousBelieve the reviews, this thing is dangerous",https://images-na.ssl-images-amazon.com/images/I/71pz7g7rp0L._SY88.jpg,negative,sadness
931,"I'm scrapbooking my grandsons first visit to Mickey Mouse and so I thought this paper would work well. I actually intended to cut these sheets up and use to decorate my pages but since the Disney album I've bought is so different from all my existing ones and the card inside is very flimsy I might use these pages as pages instead, I'll add a pic when I'm finished.
I would have given 5* but I'm missing a sheet, I only received 11 instead of 12 I didn't consider this worth the hassle of returning and re-ordering but unfortunately I couldn't see any easy way to contact the seller or Amazon about this without wanting a return.Would have been 5* but I'm missing a sheetWould have been 5* but I'm missing a sheetWould have been 5* but I'm missing a sheet",https://images-na.ssl-images-amazon.com/images/I/81Ju9OoXc2L._SY88.jpg,negative,anger
932,"This set was supposed to be a birthday gift from my husband.  They were late.  Due 5/1/17, received today 5/4/17, damaged or returned maybe both.  He bought me what was supposed to be brand new, unopened and for $55 you would think you would get what you paid for.  So disappointed.  The templates were removed, the plastic bag had been opened and so you know they were used, damaged and/or returned.

I still want the hoops, guess I will have to get them from someone else.Absolutely unacceptable.Absolutely unacceptable.Absolutely unacceptable.",https://images-na.ssl-images-amazon.com/images/I/41WscBbXl1L._SY88.jpg,negative,happiness
933,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/19-34-Tall-Female-Mannequin-Head-for-Wigs-Hats-Sunglasses-Jewelry-Display-82-Made-By-Om/dp/B00E5QDJMQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">19"" Tall Female Mannequin Head for Wigs, Hats, Sunglasses, Jewelry Display (82) Made By Om</a>

there are no instructions to tell me how to put it together and there is a oily film that has leaked into the box and on the face and base...it has messed up one of the eyebrows...no instructions and an oily film on parts and in boxno instructions and an oily film on parts and in boxno instructions and an oily film on parts and in box",https://images-na.ssl-images-amazon.com/images/I/71SsTBcjpHL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71FPK2tne0L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/711SsgdYAAL._SY88.jpg,negative,surprise
934,"I used 3 of the brushes once for watercolors and was really disappointed they bent badly and did not spring back after drying. THEN I read the reviews and realized that the 5 stars came from people using them with other mediums like oil or acrylic paint. So I am returning my set and have to advise you not to purchase for watercolor painting. Da Vinci makes excellent brushes, I adore my squirrel quiller!! But this set was a fail for me!Watercolorists Beware!! This set is not for you!Watercolorists Beware!! This set is not for you!Watercolorists Beware!! This set is not for you!",https://images-na.ssl-images-amazon.com/images/I/61iwzjOgm0L._SY88.jpg,negative,anger
935,"I used this dye on 100% cotton muslin, following directions exactly.  It ended up purple.  Not purplish grey, just purple.  I now have 12 yards of purple fabric instead of grey.Color is not accurateColor is not accurateColor is not accurate",https://images-na.ssl-images-amazon.com/images/I/71nvVsd0A2L._SY88.jpg,negative,happiness
936,I love Zigs Wink of Stella and was looking foreward to these metalics. The ink leaks out of the side instead of through the brush. Completely useless and made such a mess! I should have read the reviews and skipped this product.Leaky messLeaky messLeaky mess,https://images-na.ssl-images-amazon.com/images/I/51FKP7RUccL._SY88.jpg,negative,happiness
937,My vinyl was not full 12x12 sheets. I got one missing almost 2 inches.Three StarsThree StarsThree Stars,https://images-na.ssl-images-amazon.com/images/I/71D4jPf9qAL._SY88.jpg,negative,sadness
938,"For the length of ribbon that was one piece and the same color, it was great! But about 2/3 the way through, it was two pieces ""taped"" together with white stickers. I needed the ribbon to be one piece, so it was disappointing. Then the last yard and a half was folded over and striped different colors of navy and dark navy where the creases were (photos) ... Bummer! I can't use the last yard and a half for ANYTHING ... Anything that shows anyway. Very disappointed overall. Won't be purchasing this brand again.Really? ""Taped"" together? And then unusable ...Really? ""Taped"" together? And then unusable ...Really? ""Taped"" together? And then unusable ...",https://images-na.ssl-images-amazon.com/images/I/81ABXLChz5L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/814ob95JYuL._SY88.jpg,negative,happiness
939,"I bought this to hold Vallejo Paints that come in 17ml eye dropper bottles which are 1in diameter. This works perfectly. It's thick sturdy plastic and I can fit 48 bottles in it. If you stager the bottles, you can get 52 of the Vallejo. Citadel fits as well, but not sure how many.Works for Vallejo and Citadel PaintsWorks for Vallejo and Citadel PaintsWorks for Vallejo and Citadel Paints",https://images-na.ssl-images-amazon.com/images/I/71JSrPm1pCL._SY88.jpg,negative,happiness
940,"I have used so much of the Cricut Window Cling.  I made an entire Halloween scene on the glass on my front door, black fence, black cat, ghosts, etc.  They stayed adhered to the glass.  We are in cold weather and it has not bothered this cling at all.  I then made a snow scene on my front door for Christmas season. Again although we have had very cold weather (and snow) the cling has not popped off.I have used so much of the Cricut Window Cling ...I have used so much of the Cricut Window Cling ...I have used so much of the Cricut Window Cling ...",https://images-na.ssl-images-amazon.com/images/I/71ZSg6-CQpL._SY88.jpg,negative,happiness
941,NOT what I thought petal pink was. I needed a light pink. This is very dark. I dyed the top half this dress. Sleeves and chest part.  It doesn't look horrible but that's not the pink I needed. Maybe it's the material? Either way it shouldn't be so darkDark.Dark.Dark.,https://images-na.ssl-images-amazon.com/images/I/71pyxMDPM1L._SY88.jpg,negative,happiness
942,"I bought this yarn with the intention to use it for doll making. I crochet dolls and some time that means only using a little bit of color here and there and buying whole skeins is just pointless. I bought these knowing they wound be small, but I am giving 4 stars due to the description of these items being misleading.
This small balls of yarn are tiny, the size of an egg. The yarn is itself is 4ply ""fingering"" weight. Perfect for small additions to larger products, I used white and blue to make a tiny little sailor hat for my doll.Misleading descriptionMisleading descriptionMisleading description",https://images-na.ssl-images-amazon.com/images/I/71UdgT2bNCL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71CyDRDevjL._SY88.jpg,negative,sadness
943,"I love YKK zippers.  Received quickly.  Disappointed that they aren't the Fall Season colors shown in the main picture (ordered in November).
They did add an extra 14"" and a 10"" zipper.Could be ANY season color, not necessarily the current season's color.Could be ANY season color, not necessarily the current season's color.Could be ANY season color, not necessarily the current season's color.",https://images-na.ssl-images-amazon.com/images/I/81A1ykoMz9L._SY88.jpg,negative,happiness
944,NOT Brother bobbins as pictured.  Came in a cheap ziplock bag without any labeling.  Not even attempting to use these in my machine as there is no way to verify compatibility without potentially harming my machine.Not as pictured - NOT Brother brandNot as pictured - NOT Brother brandNot as pictured - NOT Brother brand,https://images-na.ssl-images-amazon.com/images/I/71Fy3CGRtwL._SY88.jpg,negative,happiness
945,"Beware! This product is NOT self-adhesive. There is fine print stating this, but it should be in the title!  :(NOT SELF-ADHESIVENOT SELF-ADHESIVENOT SELF-ADHESIVE",https://images-na.ssl-images-amazon.com/images/I/513BjjqS1fL._SY88.jpg,negative,happiness
946,"Arrived on time, worked for what I needed it for, however, the box was broken and banged up.  Someone taped the box up (Post office?) but the rolls inside were bent, one roll torn a bit.  It didn't matter for my particular project, but if I needed large pieces, it might have.  My only complaint was packaging.  I would have been willing to spend extra for a stronger box.  I've attached a pic.Good paper, lousy packagingGood paper, lousy packagingGood paper, lousy packaging",https://images-na.ssl-images-amazon.com/images/I/6187LPPsbkL._SY88.jpg,negative,happiness
947,"Adhesive is on wrong side of patch so that, when it is applied, the field of stars is on the right side.  Not the proper way to display the American flag.  Cannot remove adhesive to apply correctly with the field of stars on the left.Adhesive is on wrong side of patch so that, ...Adhesive is on wrong side of patch so that, ...Adhesive is on wrong side of patch so that, ...",https://images-na.ssl-images-amazon.com/images/I/715smhVrW4L._SY88.jpg,negative,anger
948,"hell yah. the guys at work thought that it was weird that i was excited for a sewing machine to show up
this thing is a work horse, 4 layes of 14 oz canvas, and 4-5 ox leather, didn't slow downhell yah. the guys at work thought that it ...hell yah. the guys at work thought that it ...hell yah. the guys at work thought that it ...",https://images-na.ssl-images-amazon.com/images/I/71Yz-ZfQwqL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/711S0LGwNtL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71GePHsAqrL._SY88.jpg,negative,surprise
949,"Description said 364 yard., What I received is 235 yards this is not what I paid forMisleadingMisleadingMisleading",https://images-na.ssl-images-amazon.com/images/I/71x6iViLTlL._SY88.jpg,negative,anger
950,"I have other easels for my art studio and this one feels stronger than the others. I had hard time to understand how to assemble it (not instructions included) but after help from my husband I got the idea and now I can easy assemble and disassemble by myself. I need it because some times I display my art work and some of the art pieces are bigger than other and this one is very big, very strong and a little heavy but because of the material. I received a complimentary sample of the product for evaluation purposes. All opinions are my own.I had hard time to understand how to assemble it (not instructions included) but after help from my husband I got the idea and nI had hard time to understand how to assemble it (not instructions included) but after help from my husband I got the idea and nI had hard time to understand how to assemble it (not instructions included) but after help from my husband I got the idea and n",https://images-na.ssl-images-amazon.com/images/I/71hNNyeV7gL._SY88.jpg,negative,sadness
951,This is a piece of crap. Singer should be ashamed of themselves for producing such a low quality feed foot. I cannot believe I paid 30 bucks for this thing and I haven't even completed a throw. The foot has come off and broken a half a dozen needles. I am just waiting on the plastic piece to break like other reviewers said. It gets zero stars from me. Worthless. A waste of my hard-earned money.LOW QUALITY JUNK!!!LOW QUALITY JUNK!!!LOW QUALITY JUNK!!!,https://images-na.ssl-images-amazon.com/images/I/71xIYJTgmSL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/715r4nMcVIL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61kfIVJ6+uL._SY88.jpg,negative,sadness
952,This is the coolest little stand that I have ever used. It is made of aluminum with two supports to use as a  Display easel or I found that my iPad fits quite nicely as well. It sets up in two seconds flat after you taking it out of the box and is lightweight extremely portable and folds down to practically nothing. This review is my 100% unbiased opinion. #Sponsoredwell-made little easelwell-made little easelwell-made little easel,https://images-na.ssl-images-amazon.com/images/I/71CyjRUtm7L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71P-yenrwOL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61218LiZWvL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71ltaVbzcJL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/81ns9G1sy+L._SY88.jpg,negative,happiness
953,Ordered 2 skeins only one came and it was damaged.One StarOne StarOne Star,https://images-na.ssl-images-amazon.com/images/I/716GWlRA62L._SY88.jpg,negative,anger
954,"Totally works!  I had planned on using this as a carry-along in a hat I was knitting but decided against it when the recipient told me he hadn't really been running for a while.  But at least I have it now and it has been tested and I can use it for whatever I want, whenever I want.Really does glow in the darkReally does glow in the darkReally does glow in the dark",https://images-na.ssl-images-amazon.com/images/I/414nV7WjTVL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/41QHitxXU1L._SY88.jpg,negative,happiness
955,"These are quite small, but I used them to fill a small apothecary jar on my ""potions"" table for Hallowe'en. Worked perfectly. I even had a couple left over to stick onto my Hallowe'en wreath with some wire!These are quite small, but I used them to ...These are quite small, but I used them to ...These are quite small, but I used them to ...",https://images-na.ssl-images-amazon.com/images/I/817e87fj5YL._SY88.jpg,negative,happiness
956,I just received and Im missing one another is broken inside the un opened bag... see pictureHow do I return this item so I can get a refundHow do I return this item so I can get a refundHow do I return this item so I can get a refund,https://images-na.ssl-images-amazon.com/images/I/71W2rlp3xTL._SY88.jpg,negative,disgust
957,"I have used several different sizes of this circle punch over the last 3 years. I use them so often that I have to replace them every 3-6 months. I've NEVER had a problem with any of the punches EXCEPT the 2 inch punch. It is clearly a manufacturing defect as it's always the same problem and only with this one size. The 2 inch punch looks fine but when you actually attempt to use it, the punch won't cut through even a single piece of cardstock. Some of the punches are not so misaligned and can still be shut and locked even though they won't cut. Other 2 inch punches I've received are so badly aligned that once opened, thru can't be shut again. I wish they'd fix this! I love this brand and every other size punch that I have but it's so frustrating to virtually always need a replacement (or two!) before being sent one that works.2 inch punch is virtually always defective2 inch punch is virtually always defective2 inch punch is virtually always defective",https://images-na.ssl-images-amazon.com/images/I/61FQeSxKekL._SY88.jpg,negative,happiness
958,"I bought this to paint my 3 year old's face for his Halloween ghost costume. I have never used face paint before, and I have to say, this was a challenge to use for the sheer fact that I could find no directions with it for how to use it. I tried just wiping it out of the tin and couldn't get it to spread. Only after googling it and going to the company website did I learn you need a damp cloth to apply it, and after that, it was easy (relatively--a three year-old does NOT like things painted on his face).

I didn't end up with a thick coat, but that was only because my son wouldn't let me do it. You can see the nice tear track cutting through it because he hated the whole process, but I think it just makes him look like a tragic spooky ghost. I would purchase again, but I wish it would come with better directions or some techniques.Worked--Needs Directions ThoughWorked--Needs Directions ThoughWorked--Needs Directions Though",https://images-na.ssl-images-amazon.com/images/I/710TxobDOuL._SY88.jpg,negative,happiness
959,I have bought and used 8 of these for Rug Punchneedle projects when the price was $5.99.  Way to much to pay at the price it is right now of $10.99.  I will buy more when the price lowers.  Picture is of the rug backing and my floral design.Great Rug Backing at $5.99. To Expensive at $10.99Great Rug Backing at $5.99. To Expensive at $10.99Great Rug Backing at $5.99. To Expensive at $10.99,https://images-na.ssl-images-amazon.com/images/I/616T9DGmvUL._SY88.jpg,negative,disgust
960,"I ordered these white paint pens for a Zentangle piano project I was working on for Pianos on Parade. Unfortunately, they are of very poor quality. The ink, when it does come out, is thin and dull. Not the bright white I was hoping for. I ended up sticking to Gelly Roll pens for the white on black look.Poor qualityPoor qualityPoor quality",https://images-na.ssl-images-amazon.com/images/I/71pNLI++QkL._SY88.jpg,negative,sadness
961,Opened package to find yarn had been cut in several placesDefective yarnDefective yarnDefective yarn,https://images-na.ssl-images-amazon.com/images/I/71VKdWTS1XL._SY88.jpg,negative,sadness
962,"I've been looking for something like this and was happy to purchase it.  It works great at holding cakes of yarn as well as regular skeins.  I especially appreciate it for some of the more floppy styles of skeins.  I use it in crochet and find that the slight tension it puts on the yarn helps keep my gauge accurate.

The one problem I have encountered (and why this review is a 4 instead of a 5) is that some yarns, especially boucle and soft twists have a tendency to snag in the openings at the base of the spindle.  I'm not sure why those are part of the design as I can't think of any reason for them.

To solve the problem, my first fix was that I used blue tape and carefully applied it so it would cover the slits completely (otherwise they would continue to snag.) After a few skeins, I found that the tape started to peel off.  My next fix has worked well and has stayed on through at least 30 skeins with no problem.  I used some of the press and cling wrap plastic (available at the grocery store) and pressed it on and trimmed it to fit.  That has solved the problem for me.  I will try to upload some pictures to show how it looks once in place.

This tool has made a big difference in my use of skeins.  I had always pulled from the center except with cake style yarn.  I now pull from the outside for almost all of my projects.Great spinning tool but does snag some yarns at the base of the spindleGreat spinning tool but does snag some yarns at the base of the spindleGreat spinning tool but does snag some yarns at the base of the spindle",https://images-na.ssl-images-amazon.com/images/I/61GVPqtvaHL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61gJX8SSpyL._SY88.jpg,negative,sadness
963,"The knitting needles separated from the plastic cord!!!!!!! They are now useless.....what a waste of $$$$$......and of course, I'm 7 days too late to return them. I won't buy this brand again.Defective product ....broke after one month of use!!!!!Defective product ....broke after one month of use!!!!!Defective product ....broke after one month of use!!!!!",https://images-na.ssl-images-amazon.com/images/I/71K8qz0YT8L._SY88.jpg,negative,happiness
964,"I have a Brother SE400 and the inner diameter of these bobbins is too small to fit on the bobbin winder. I ordered two packs and tried several from each bag just to be sure. Although they look exactly like the bobbins that came with my machine, they are too small. They are packaged in a cheap, zip lock bag with a bar code and style number printed on a label and crookedly slapped on the bag. The style number, SA156,  matches that recommended in my machine's instruction booklet, but these do not work. Normally, I wouldn't ask for a refund for something less than $10, but it's the only way the manufacturing or packaging defect can be rectified. I've posted two photos above.Too small!Too small!Too small!",https://images-na.ssl-images-amazon.com/images/I/51Un4DzeWmL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61LD8Jg8DWL._SY88.jpg,negative,happiness
965,"The colors look beautiful, but I'm not happy with the quality(a few of the pans have spillover, and it all looks messy), and they're in a cheap tray... There is also a spot for a brush, but no brush. Also,it was half ripped open. And the smell is pretty strong.
I am sorry to have to leave a bad review, but i couldn't find a way to get in touch with seller, to try to rectify the problem.DisappointedDisappointedDisappointed",https://images-na.ssl-images-amazon.com/images/I/81hV6g5DsIL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71jVMYmSeBL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/712BrPi2XRL._SY88.jpg,negative,happiness
966,"I bought this item to paint as a gift to my friend who is addicted to her cat. I was so exiting to get this set... What a disappointing when i began to realize this paint because: the paint colors don't match the real photo; the quality of the paints is really terrible, they are old... Following the instruction You can't obtain the color You need, I'm doing this by intuition using the paints I bought for the other projects...

Next time I will think twice before to buy paints from Royal BrushReally didn't like it...Really didn't like it...Really didn't like it...",https://images-na.ssl-images-amazon.com/images/I/51b-nuYXrPL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/61DTkALD9jL._SY88.jpg,negative,happiness
967,Without a doubt the worst brushes I've ever used.  Obviously seconds.Poor qualityPoor qualityPoor quality,https://images-na.ssl-images-amazon.com/images/I/71T73wKceaL._SY88.jpg,negative,sadness
968,I ordered gray and pink and got green and pinkWrong colorWrong colorWrong color,https://images-na.ssl-images-amazon.com/images/I/71H5xBlniPL._SY88.jpg,negative,happiness
969,"For best results, use with a brush tip marker!

Pros: You can use this with any marker, even Crayola markers (see picture)

Cons: annoying to pump, hurts hand
Makes tiny mini splatters
I had a hard time changing the barrel adapter, it got caught.Meh resultsMeh resultsMeh results",https://images-na.ssl-images-amazon.com/images/I/71lO5GVrEWL._SY88.jpg,negative,happiness
970,"Very disappointed. One side the color is not smooth and also a little bit off compared to the picture, the other side is even worse, it shows two different tones of yellow. I thought made in US (processed in Mexico) would be more trustful. I had bought some other grosgrain ribbons that are made in Taiwan or China and they have far better quality--true to color and stiffer.  I wish I could get my money back but too bad I need this for my project now and have no time to return. Lesson learned, I will never buy Offray grosgrain ribbon again.  BTW, a year ago I bought Offray Single Face Satin ribbons sold by Amazon.com LLC and those have great quality.Very disappointed. One side the color is not smooth and ...Very disappointed. One side the color is not smooth and ...Very disappointed. One side the color is not smooth and ...",https://images-na.ssl-images-amazon.com/images/I/71Y6Qf0uAgL._SY88.jpg,negative,happiness
971,"These paint markers were a disappointment.  I thought I couldn't go wrong with Elmer's, but I was mistaken.  These are skip too much, as shown in the picture below.  I am quite experienced using paint markers, so it is not something I am doing incorrectly.  I have, however, noticed that most neon paint markers, standard markers, and gel pens do not work as well as non-neon.  It must be something chemical that is used to make them ""neon"" that affects the way they operate.

Overall I've been quite disappointed with all Elmer's Paint Markers I have purchased, including these&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ELMERS-Painters-Acrylic-Medium-Tip-Paint-Markers-Eastern-Empire-Colors-Set-of-5-7528/dp/B00D8RZQ7O/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ELMERS Painters Acrylic Medium Tip Paint Markers, Eastern Empire Colors, Set of 5 (7528)</a>&nbsp;and these https://www.amazon.com/dp/B001KZH28W/ref=cm_cr_ryp_prd_ttl_sol_2.  I will stick with the best paint markers I have ever owned, these https://www.amazon.com/gp/product/B001ANVDMU/ref=oh_aui_search_detailpage?ie=UTF8&psc=1

The only reasons I purchased Elmer's were: 1) the Uni-Posca are not available in as many colors or finishes (no opaque or neon); 2) I thought I could trust an Elmer's product.

These were certainly not worth the price, and I wish that I had returned them.  These may have gotten 3 stars from me if they'd been about 1/4 of the price; however, they would never get more than 3 even if they were free.Lousy Paint Markers, Elmer's -  Serious DisappointmentLousy Paint Markers, Elmer's -  Serious DisappointmentLousy Paint Markers, Elmer's -  Serious Disappointment",https://images-na.ssl-images-amazon.com/images/I/717jVbwoRpL._SY88.jpg,negative,sadness
972,"Pro cutting blade set was delivered in a timely manner, packaged well and are thin flexable blades that work well. THE PROBLEM = after just ONE USE  while I was still working with the blades one started to get spots on it, hmmm. I thought it was from the clay but they started to multiply and when I cleaned and dried my tools the one blade looked like it had chicken pox, it had rust spots popping out all over the blade! The other two blades are fine so far. Pretty DISAPPOINTING for the price.One of the three blades developed rust spots DURING  first use..One of the three blades developed rust spots DURING  first use..One of the three blades developed rust spots DURING  first use..",https://images-na.ssl-images-amazon.com/images/I/71+MNRIsAfL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71wKPCpevZL._SY88.jpg,negative,disgust
973,I just got these in...I'm funky about my art supplies especially if I pay what I paid for these...There I a sticker on it that says they are used....Why was this not stated in the description...I'm sure they are good but this upsets me.I'm not very happy I mean what the hellI'm not very happy I mean what the hellI'm not very happy I mean what the hell,https://images-na.ssl-images-amazon.com/images/I/71XH5aayySL._SY88.jpg,negative,happiness
974,"The colors are great but they are not good value. There's only about 1600 sequins total in their package. I determined that after separating the sequins into the Darice 1992-89 Clear Bead Organizer with 12 boxes (containers). I had purchased 600 packs of sequins from another vendor and when comparing the total of one 600 pack container to a container of one color from the Craft Medley pack I determined that it was approximately one third of the amount or 200 sequins. So 8 colors yields about 1600 sequins. Pretty colors but just very poor value.

The other issue as others have mentioned is the packaging. It literally took me hours to separate the sequins into separate containers (I bought all the color combos). The containers are shallow and you have to lift the lid very carefully or they all jump and spill into neighboring containers. If you are moving the sequins I'd recommend using a small teaspoon to scoop them up and transfer them. I'd prefer if these sequins were packaged in little baggies so they could just be poured into a container.

I added a picture so you can compare. On the left are approximately 200 x 7mm pink sequins from one section of the Craft Medley sequins and on the right are 800 x 5mm multi-color sequins from another vendor.Pretty but just a small amount of sequinsPretty but just a small amount of sequinsPretty but just a small amount of sequins",https://images-na.ssl-images-amazon.com/images/I/816vdFzjHCL._SY88.jpg,negative,happiness
975,"I was definitely excited to try these out. I am still playing around with them to get them to work for my purpose. What I wanted to do was emboss my handwriting exactly, or at least close to it. I found that if I wrote using my handwriting it didn't emboss really well, it was like my letters were too close together and didn't look right when I used embossing powder. I'm going to try using fine detail embossing powder and see how it works. I was also expecting them to have a more detailed tip to them, they are more like markers than pens. I really like them, I'm just seeing how I can get them to suit their purposes.

~EDIT: JULY 2ND 2013~
So I've had these sitting around for a good year without use. I took them back out again a month or so ago and played around with them. I found that I can use my stencils, coloring them in with the clear embossing pen (marker) and get a great result. For me, this pen (marker) gives me better results than I ever had even when stamping with Versamark. No lumps, bumps or unevenness. I did find out that I CAN emboss my handwriting, and well. You have to be deliberate, exact, and give space between each letter. I recommend practicing on scrap paper with the markers so you can get a feel for it. If you decide that you want to go over your writing a second time before applying the powder, you'll definitely want to make sure your letters are really wide apart. I found that it looks like crap if I go over it for a ""second coat"" before applying powder.  Same applies for using cursive (do they still call it  that nowadays?) So these markers and Distress Embossing Ink are the only embossing inks I will use.Not quite what I expectedNot quite what I expectedNot quite what I expected",https://images-na.ssl-images-amazon.com/images/I/51hiwoqRx8L._SY88.jpg,negative,happiness
976,"Colors mix well but are VERY chalky. The mixing pots on the lid are nice. I don't recommend these if you are serious about painting (even if you're just starting out like me). The paint dries extremely chalky (will even flake off if too heavy) and just doesn't adhere to the paper well during the process of painting. Might be nice gift for a little kid... but I wouldn't spend more than $4 on it.Overpriced, poor quality, and made for kidsOverpriced, poor quality, and made for kidsOverpriced, poor quality, and made for kids",https://images-na.ssl-images-amazon.com/images/I/51OtMRIcetL._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/51ZrSTVQptL._SY88.jpg,negative,surprise
977,Ink is not waterproof to any degree even on recommended paper. The ink will immediately start to fall apart when it comes in contact with water. See picture.Ink is NOT waterproof even on recommended paper.Ink is NOT waterproof even on recommended paper.Ink is NOT waterproof even on recommended paper.,https://images-na.ssl-images-amazon.com/images/I/71uuxZP3OrL._SY88.jpg,negative,anger
978,"Like all screw on things where it is going into the wall or your stuffed animal you need a small cut whole not huge just a little snip will do then push through and snap on the back but some can be a little difficult to snap on do to a malfunction. These eye work for a small size stuffed animal.

I have attacked the toy that I have made using the eyes. It is the size of a 16.9 Fl Oz of soda tall with the body and head (not including the legs) to give you the measurement visual.Like all screw on things where it is going into ...Like all screw on things where it is going into ...Like all screw on things where it is going into ...",https://images-na.ssl-images-amazon.com/images/I/81boOiO4ohL._SY88.jpg,negative,happiness
979,Opened package to find yarn had been cut in several placesDefective yarnDefective yarnDefective yarn,https://images-na.ssl-images-amazon.com/images/I/71VKdWTS1XL._SY88.jpg,negative,sadness
980,I made a scarf for my friend with this yarn.  The yarn isn't as soft as other yarns.Five StarsFive StarsFive Stars,https://images-na.ssl-images-amazon.com/images/I/712qW1Tcu0L._SY88.jpg; https://images-na.ssl-images-amazon.com/images/I/71L0ytEJCLL._SY88.jpg,negative,happiness
981,"I have been purchasing this for years and recently they have limited the purchase quantity to 1 which forces me to buy it every few days as I go through a lot of it for work. Well now they have blocked me from buying it at all.

The representive I spoke with said they were perplexed as to why it wouldn't allow me to purchase. I spent 40 mins on the phone only to be hung up on by the first person and having to call back trying to get to a resolution. If this is a new policy you may want to fill your employees in.

I spend several hundred dollars on a month through prime and will be rethinking my membership if I can't rely on you for my work supplies.

Also the last few batches I've purchased have had dirt on several pieces.Absolutely ridiculous you can only buy one at a timeAbsolutely ridiculous you can only buy one at a timeAbsolutely ridiculous you can only buy one at a time",https://images-na.ssl-images-amazon.com/images/I/71GFTWmrnGL._SY88.jpg,negative,happiness
